,SHEETBAR,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,LONGITUDE,LATITUDE,DATE,FLDNUM,LOCATCD,STRATUM,YEAR,PREDICTED_TN,PREDICTED_TP
9272,41026682,3.082,0.045,0.5,13.0,3.0,532.0,0.33,1.62,5.1,4.0808,213.0,-91.9530275102514,44.3501283399339,01/23/2018,1,1814007,1.0,2018,3.082,0.045
9273,41026683,3.126,0.048,0.6,12.9,3.0,521.0,0.38,1.7,6.1,3.9219,213.0,-91.9505506840048,44.3483050246448,01/23/2018,1,1814008,1.0,2018,3.126,0.048
9274,41026684,2.873,0.054,0.4,10.0,5.0,475.0,0.01,2.3,0.4,2.6507,71.0,-91.9455329392491,44.3482588094032,01/23/2018,1,1814036,3.0,2018,2.873,0.054
9275,41026688,2.925,0.05,0.3,11.8,4.0,469.0,0.08,1.18,2.01,3.1274,128.0,-91.9466583859992,44.3554715271859,01/23/2018,1,1814018,2.0,2018,2.925,0.05
9276,41026689,2.867,0.066,0.3,11.8,5.0,453.0,0.01,3.0,0.13,3.9219,44.0,-91.949127342778,44.3577449977369,01/23/2018,1,1814012,2.0,2018,2.867,0.066
9277,41026691,,,0.4,11.1,4.0,454.0,0.05,1.94,1.0,2.8096,130.0,-91.9435380900225,44.3545424164539,01/23/2018,1,1814081,2.0,2018,2.9063938749608678,0.05513272414872607
9278,41026692,,,0.1,12.2,4.0,472.0,0.1,1.74,1.85,3.1274,135.0,-91.9412072439868,44.3446176216182,01/23/2018,1,1814083,2.0,2018,2.0380448379504434,0.13516986208202503
9279,41026716,2.478,0.06,0.9,8.5,6.0,392.0,0.01,1.74,0.73,5.352,105.0,-92.0244689364562,44.3917240313133,01/25/2018,1,1814191,3.0,2018,2.478,0.06
9280,41026720,,,0.4,12.1,3.0,486.0,0.29,1.58,3.4,,219.0,-92.0127470157819,44.3794694361923,01/25/2018,1,1814056,1.0,2018,4.324870500793402,0.15623070906953207
9281,41026721,,,0.9,11.3,3.0,460.0,0.0,1.4,0.74,4.5575,91.0,-92.0283244868714,44.3863551790717,01/25/2018,1,1814073,2.0,2018,2.8394698232767173,0.10901263230605099
9282,41026722,,,0.8,11.6,3.0,536.0,0.01,1.88,1.61,17.5873,132.0,-92.0402643888259,44.3855558468527,01/25/2018,1,1814111,3.0,2018,4.027419244633702,0.1535269639149218
9283,41026724,,,0.4,12.0,3.0,474.0,0.44,1.36,3.9,2.8096,215.0,-92.0451882585212,44.3923492649026,01/25/2018,1,1814055,1.0,2018,4.770942443008363,0.16843041334742298
9284,41026725,3.306,0.051,0.4,12.3,3.0,545.0,0.09,1.82,1.6,4.0808,164.0,-92.0521075793671,44.3915066137896,01/25/2018,1,1814015,2.0,2018,3.306,0.051
9285,41026726,,,0.3,12.3,3.0,546.0,0.18,1.36,0.99,3.6041,99.0,-92.0558231203998,44.3946883905674,01/25/2018,1,1814072,2.0,2018,3.5579330529321904,0.09186799010604327
9286,41026727,2.824,0.056,0.4,11.8,3.0,447.0,0.33,1.48,7.2,2.6507,223.0,-92.0550867312583,44.4014344397332,01/25/2018,1,1814005,1.0,2018,2.824,0.056
9287,41026728,,,0.4,12.3,3.0,535.0,0.33,1.44,3.5,3.9219,228.0,-92.0651316516634,44.401517101959,01/25/2018,1,1814054,1.0,2018,4.4426241295704205,0.14404231667119438
9288,41026729,,,0.4,12.2,3.0,526.0,0.52,1.48,3.2,3.763,241.0,-92.0701541279656,44.4015581018562,01/25/2018,1,1814053,1.0,2018,4.130058170134964,0.1394974456226571
9289,41026730,1.751,0.059,0.0,11.4,4.0,168.0,0.52,1.68,0.24,1.5384,64.0,-92.0826259548308,44.4070606639789,01/25/2018,1,1814004,1.0,2018,1.751,0.059
9290,41026731,2.189,0.08,0.0,11.2,9.0,227.0,0.32,14.82,0.3,2.4918,70.0,-92.090104597208,44.4107216232646,01/25/2018,1,1814003,1.0,2018,2.189,0.08
9291,41026742,2.448,0.065,2.8,7.7,7.0,331.0,0.01,2.77,2.28,2.6507,95.0,-92.0149855545827,44.3956939223879,01/26/2018,1,1814032,3.0,2018,2.448,0.065
9292,41026743,,,1.1,4.4,21.0,246.0,0.0,15.06,0.36,5.8287,38.0,-92.023116200699,44.3975643252143,01/26/2018,1,1814090,3.0,2018,2.0347844878635564,0.10156187247267606
9293,41026744,2.631,0.071,0.2,9.5,6.0,387.0,0.06,2.85,1.11,2.3329,109.0,-92.0244240704664,44.3944245054757,01/26/2018,1,1814033,3.0,2018,2.631,0.071
9294,41026752,,,0.1,11.9,3.0,475.0,0.02,1.69,0.78,2.6507,119.0,-91.9874166463688,44.3932021161218,01/26/2018,1,1814093,3.0,2018,2.0649998297163785,0.07550000486808486
9295,41026753,2.922,0.051,0.7,11.8,3.0,470.0,0.01,1.23,0.54,2.4918,102.0,-91.9856190550649,44.3882345923438,01/26/2018,1,1814022,3.0,2018,2.922,0.051
9296,41026754,,,0.9,12.2,4.0,470.0,0.01,3.25,0.47,6.6232,82.0,-91.9913143114172,44.3855841732383,01/26/2018,1,1814094,3.0,2018,2.592038594445574,0.11896500163776781
9297,41026755,2.65,0.053,1.0,9.9,6.0,462.0,0.01,4.8,0.29,3.9219,70.0,-91.9963660787343,44.383828103011,01/26/2018,1,1814024,3.0,2018,2.65,0.053
9298,41026758,,,0.9,12.1,5.0,469.0,0.01,5.5,0.32,2.9685,62.0,-91.993297468506,44.3797498037363,01/26/2018,1,1814099,3.0,2018,2.8729069342269815,0.08501322991557717
9299,41026759,2.893,0.05,0.6,11.7,3.0,467.0,0.02,1.83,0.83,3.763,125.0,-91.9838061876805,44.3841671872525,01/26/2018,1,1814023,3.0,2018,2.893,0.05
9300,41026760,,,0.5,11.8,2.0,468.0,0.02,1.75,0.83,5.6698,130.0,-91.982558767858,44.383705938215,01/26/2018,1,1814095,3.0,2018,2.9786916999019297,0.06335455063406706
9301,41026761,,,0.3,11.5,3.0,481.0,0.02,2.73,0.79,3.763,118.0,-91.9782281835993,44.3800661290907,01/26/2018,1,1814098,3.0,2018,2.7629549683332737,0.12134925171585804
9302,41026762,,,0.7,11.5,3.0,465.0,0.02,1.93,0.87,2.9685,126.0,-91.9757022362905,44.3809437909515,01/26/2018,1,1814097,3.0,2018,2.7184624059266858,0.12951837792821505
9303,41026763,3.157,0.049,0.6,11.7,3.0,469.0,0.03,1.53,0.71,2.4918,111.0,-91.9725407608704,44.3822658249021,01/26/2018,1,1814025,3.0,2018,3.157,0.049
9304,41026767,2.252,0.07,0.6,6.8,8.0,355.0,0.04,3.48,2.14,2.4918,92.0,-91.9681318527897,44.3831263642138,01/26/2018,1,1814009,2.0,2018,2.252,0.07
9305,41026768,3.174,0.05,0.4,11.8,3.0,525.0,0.49,1.7,4.4,2.8096,185.0,-91.9728476493014,44.3647129600471,01/30/2018,1,1814006,1.0,2018,3.174,0.05
9306,41026769,,,0.2,11.7,3.0,485.0,0.18,1.27,2.03,2.4918,182.0,-91.9678047564218,44.3660179313477,01/30/2018,1,1814065,2.0,2018,3.124077754620146,0.05902893277293189
9307,41026770,,,0.4,11.9,5.0,515.0,0.43,2.17,3.8,2.4918,189.0,-91.9678600821647,44.3628674169468,01/30/2018,1,1814058,1.0,2018,2.646970567942169,0.11984080139400402
9308,41026771,,,0.3,12.0,2.0,532.0,0.27,1.5,3.25,2.6507,197.0,-91.9703695942309,44.3628900675646,01/30/2018,1,1814057,1.0,2018,2.9213932168573864,0.08746287038131982
9309,41026772,,,0.2,12.2,2.0,538.0,0.22,1.6,4.78,4.5575,220.0,-91.9673671111081,44.3552104904324,01/30/2018,1,1814080,2.0,2018,3.3042967904528013,0.14611346158530597
9310,41026774,,,0.3,11.8,3.0,497.0,0.2,1.67,2.43,2.174,203.0,-91.9579178083814,44.3573753942931,01/30/2018,1,1814059,1.0,2018,2.480340704057518,0.16656722289447917
9311,41026775,3.005,0.058,0.3,11.8,3.0,487.0,0.15,1.7,1.25,2.3329,128.0,-91.9590688428772,44.3632377780364,01/30/2018,1,1814011,2.0,2018,3.005,0.058
9312,41026776,,,0.3,11.7,2.0,486.0,0.28,1.53,2.3,2.3329,194.0,-91.9584414631145,44.3632320584464,01/30/2018,1,1814079,2.0,2018,2.8823573047000037,0.06521427619411743
9313,41026777,3.081,0.052,0.3,11.7,3.0,484.0,0.07,1.77,3.47,2.174,158.0,-91.9552965677507,44.3636534805961,01/30/2018,1,1814010,2.0,2018,3.081,0.052
9314,41026781,3.104,0.057,0.3,11.7,4.0,498.0,0.0,2.63,0.78,2.8096,122.0,-91.9632937921496,44.3727292426931,01/30/2018,1,1814034,3.0,2018,3.104,0.057
9315,41026782,,,0.2,11.8,3.0,487.0,0.03,2.0,1.74,2.3329,132.0,-91.9626504188034,44.3736236894723,01/30/2018,1,1814113,3.0,2018,2.8079950562948572,0.06431629109054934
9316,41026783,2.133,0.081,0.7,7.8,10.0,368.0,0.03,3.63,3.47,3.1274,80.0,-91.9619831716327,44.3758683477186,01/30/2018,1,1814016,2.0,2018,2.133,0.081
9317,41026786,,,0.4,11.9,3.0,477.0,0.08,1.1,0.75,2.3329,75.0,-91.9871227249668,44.3738433387872,01/30/2018,1,1814077,2.0,2018,2.6842866061188984,0.12218009280920025
9318,41026789,3.047,0.051,0.7,11.8,3.0,475.0,0.1,1.4,0.29,2.174,36.0,-91.9652396435834,44.3691457332451,01/30/2018,1,1814027,3.0,2018,3.047,0.051
9319,41026790,3.191,0.066,0.3,12.1,3.0,486.0,0.0,1.7,0.99,2.9685,141.0,-91.9677494216371,44.3691684439491,01/30/2018,1,1814026,3.0,2018,3.191,0.066
9320,41026791,,,0.4,12.7,2.0,540.0,0.06,1.37,0.41,2.8096,63.0,-92.0104085154368,44.3699961689495,01/30/2018,1,1814078,2.0,2018,4.538610638651088,0.1556106205879801
9321,41026792,,,0.2,12.6,3.0,543.0,0.04,1.07,1.69,3.2863,203.0,-92.0061228474832,44.3636569281015,01/30/2018,1,1814066,2.0,2018,4.35274189266868,0.14227893597821728
9322,41026794,,,1.7,1.4,6.0,702.0,0.0,4.33,0.41,8.3711,74.0,-91.9823365689083,44.3602964507338,01/30/2018,1,1814084,3.0,2018,4.427948818230842,0.14477817726604725
9323,41026824,2.923,0.128,0.3,11.8,7.0,426.0,,5.97,6.48,4.8753,92.0,-91.9213446354156,44.326984068302,03/07/2018,1,M752.9Z,,2018,2.923,0.128
9324,41026825,2.887,0.044,0.6,12.7,3.0,503.0,,2.16,2.52,6.941,218.0,-91.9251673510734,44.3257506896946,03/07/2018,1,M752.9M,,2018,2.887,0.044
9325,41026826,2.794,0.041,0.3,12.6,3.0,509.0,,1.86,9.19,6.6232,188.0,-91.929114154232,44.3245813669802,03/07/2018,1,M752.9Y,,2018,2.794,0.041
9326,41026827,2.769,0.12,0.4,9.6,11.0,388.0,0.03,8.63,3.73,8.8478,48.0,-91.9638106043998,44.3768752583704,03/07/2018,1,M757.2Z,,2018,2.769,0.12
9327,41026828,1.898,0.066,0.0,12.1,4.0,182.0,,2.5,0.71,2.174,57.0,-92.0839653499358,44.4089530075161,03/07/2018,1,CH00.1M,,2018,1.898,0.066
9328,41026829,3.084,0.032,1.3,12.3,2.0,601.0,,1.38,5.1,6.4643,344.0,-92.1015523256651,44.4095248437183,03/07/2018,1,M764.3A,,2018,3.084,0.032
9329,41026830,3.434,0.124,0.2,14.5,4.0,583.0,,6.49,5.05,69.0709,75.0,-92.1338315779071,44.4213518410597,03/07/2018,1,M766.0I,,2018,3.434,0.124
9330,41026847,3.161,0.202,1.6,,16.0,343.0,,16.87,6.3,5.6137,58.0,-91.9213446354156,44.326984068302,04/05/2018,1,M752.9Z,,2018,3.161,0.202
9331,41026848,4.603,0.254,2.1,,11.0,478.0,,8.4,2.5,5.1184,76.0,-91.9251673510734,44.3257506896946,04/05/2018,1,M752.9M,,2018,4.603,0.254
9332,41026849,4.828,0.271,1.9,,16.0,498.0,,12.3,9.6,5.2835,58.0,-91.929114154232,44.3245813669802,04/05/2018,1,M752.9Y,,2018,4.828,0.271
9333,41026853,3.038,0.178,1.9,,13.0,311.0,0.15,12.3,3.6,4.6231,55.0,-91.9638106043998,44.3768752583704,04/05/2018,1,M757.2Z,,2018,3.038,0.178
9334,41026854,1.91,0.112,2.4,,6.0,176.0,,4.93,1.15,2.6419,115.0,-92.0839653499358,44.4089530075161,04/05/2018,1,CH00.1M,,2018,1.91,0.112
9335,41026855,4.79,0.252,2.2,11.9,13.0,499.0,,8.47,5.9,2.9721,68.0,-92.1015523256651,44.4095248437183,04/05/2018,1,M764.3A,,2018,4.79,0.252
9336,41026856,4.613,0.288,0.4,11.6,9.0,474.0,,7.33,6.33,17.9962,71.0,-92.1338315779071,44.4213518410597,04/05/2018,1,M766.0I,,2018,4.613,0.288
9337,41026880,1.641,0.086,4.4,12.8,5.0,169.0,,5.13,0.95,3.1372,95.0,-92.0839653499358,44.4089530075161,04/19/2018,1,CH00.1M,,2018,1.641,0.086
9338,41026881,4.338,0.161,1.9,12.5,9.0,550.0,,8.57,6.1,14.8593,75.0,-92.1015523256651,44.4095248437183,04/19/2018,1,M764.3A,,2018,4.338,0.161
9339,41026882,4.087,0.156,2.2,13.0,13.0,562.0,,11.67,6.3,16.1801,55.0,-92.1338315779071,44.4213518410597,04/19/2018,1,M766.0I,,2018,4.087,0.156
9340,41026884,2.711,0.121,4.0,12.8,9.0,318.0,0.19,11.73,4.0,10.0714,68.0,-91.9638106043998,44.3768752583704,04/19/2018,1,M757.2Z,,2018,2.711,0.121
9341,41026885,2.905,0.133,3.7,12.7,12.0,347.0,,15.13,7.1,11.062,61.0,-91.9213446354156,44.326984068302,04/19/2018,1,M752.9Z,,2018,2.905,0.133
9342,41026886,4.083,0.151,2.9,12.7,8.0,522.0,,7.53,2.6,12.2177,82.0,-91.9251673510734,44.3257506896946,04/19/2018,1,M752.9M,,2018,4.083,0.151
9343,41026887,4.237,0.159,3.3,12.9,9.0,548.0,,8.8,9.0,14.364,82.0,-91.929114154232,44.3245813669802,04/19/2018,1,M752.9Y,,2018,4.237,0.159
9344,41026888,,,7.1,13.3,8.0,572.0,0.04,7.67,1.28,17.5009,96.0,-91.9521418759723,44.3294134677896,04/23/2018,1,1811115,3.0,2018,3.841351310062284,0.15648747649089484
9345,41026889,,,5.2,13.0,11.0,572.0,0.39,10.7,0.29,13.5385,29.0,-91.9458394579894,44.3311560631752,04/23/2018,1,1811101,3.0,2018,4.053668933421373,0.14322297780712442
9346,41026890,,,5.4,13.3,11.0,571.0,0.07,9.1,1.46,15.1895,81.0,-91.9440068126653,44.3284382491118,04/23/2018,1,1811102,3.0,2018,4.052103738657738,0.14270124621924624
9347,41026891,4.079,0.12,7.1,13.8,8.0,575.0,0.03,7.23,1.31,16.3452,94.0,-91.9447548648057,44.3216929451653,04/23/2018,1,1811036,3.0,2018,4.079,0.12
9348,41026892,,,5.4,13.4,10.0,570.0,0.22,8.43,1.38,14.8593,89.0,-91.9340155052853,44.3260946984633,04/23/2018,1,1811103,3.0,2018,2.359,0.098
9349,41026893,1.606,0.084,15.7,17.9,12.0,372.0,0.01,17.13,0.27,49.6954,27.0,-91.9295202342152,44.3319045727477,04/23/2018,1,1811035,3.0,2018,1.606,0.084
9350,41026894,,,6.0,12.9,10.0,314.0,0.89,11.8,5.7,10.8969,85.0,-91.9257579991052,44.3318692493796,04/23/2018,1,1811063,1.0,2018,1.9119367140866526,0.11611934006159083
9351,41026895,,,6.6,12.6,11.0,252.0,0.86,12.57,3.8,7.4298,86.0,-91.9307088829261,44.3355168841803,04/23/2018,1,1811062,1.0,2018,2.010437389075855,0.11355864908559034
9352,41026896,,,5.1,12.9,11.0,473.0,0.82,11.17,2.4,10.4016,79.0,-91.9376230113526,44.3346811113255,04/23/2018,1,1811072,2.0,2018,2.408210332731801,0.20955210017581974
9353,41026897,,,5.1,13.0,11.0,476.0,0.81,11.0,2.3,10.8969,81.0,-91.9382338385738,44.3355870854136,04/23/2018,1,1811061,1.0,2018,2.373809094344,0.1893481982655235
9354,41026898,,,5.4,12.9,10.0,381.0,0.79,11.6,3.2,12.0526,88.0,-91.938201348555,44.3373873711675,04/23/2018,1,1811060,1.0,2018,2.4524739709781507,0.1739857171094053
9355,41026899,,,5.3,13.1,11.0,564.0,0.6,10.37,3.9,15.3546,81.0,-91.9457265616574,44.3374570811211,04/23/2018,1,1811059,1.0,2018,3.1449848784463397,0.1394864515326491
9356,41026900,,,5.1,12.9,12.0,448.0,0.99,12.6,4.8,11.062,82.0,-91.9456297640101,44.3428579479098,04/23/2018,1,1811058,1.0,2018,3.2740922773789323,0.1375836150748492
9357,41026901,,,5.9,12.9,10.0,318.0,0.34,13.87,0.58,9.9063,58.0,-91.9418587122791,44.3432732198237,04/23/2018,1,1811071,2.0,2018,2.6543004441644253,0.14111922165336893
9358,41026902,,,6.6,12.9,9.0,270.0,0.35,11.63,0.79,11.062,79.0,-91.9399528890823,44.3446059866187,04/23/2018,1,1811070,2.0,2018,1.9989542273137761,0.14116981627276923
9359,41026903,2.189,0.112,6.8,12.9,11.0,269.0,0.31,12.83,0.96,12.2177,96.0,-91.9417777371432,44.3477739323024,04/23/2018,1,1811034,3.0,2018,2.189,0.112
9360,41026904,,,7.7,13.3,8.0,284.0,0.02,8.3,0.72,9.5761,72.0,-91.9436351191854,44.3491415643956,04/23/2018,1,1811083,2.0,2018,2.5587623386405145,0.08064588356557047
9361,41026905,4.164,0.137,5.9,13.5,12.0,565.0,0.83,9.87,2.6,13.7036,82.0,-91.9642782030032,44.3524816470503,04/23/2018,1,1811014,2.0,2018,4.164,0.137
9362,41026906,,,5.2,12.9,13.0,493.0,1.06,12.37,5.0,9.9063,69.0,-91.9554725102156,44.3537518929771,04/23/2018,1,1811057,1.0,2018,3.0240948622816726,0.13966675159086236
9363,41026907,2.204,0.113,6.5,13.1,9.0,299.0,0.62,10.83,2.0,11.3922,91.0,-91.9522719623048,44.3573237424216,04/23/2018,1,1811033,3.0,2018,2.204,0.113
9364,41026911,,,10.7,13.1,12.0,233.0,0.04,15.13,0.52,12.8781,52.0,-91.9478324292214,44.3599838023655,04/23/2018,1,1811114,3.0,2018,2.4121180481230717,0.0801081808382882
9365,41026912,,,10.8,13.4,7.0,229.0,0.04,6.3,0.4,9.411,40.0,-91.9490468832395,44.3622457092962,04/23/2018,1,1811113,3.0,2018,1.5610324035973318,0.10290270316778498
9366,41026913,1.803,0.099,8.3,12.7,8.0,223.0,0.03,8.2,0.7,7.9251,70.0,-91.9515643813796,44.3618187016287,04/23/2018,1,1811032,3.0,2018,1.803,0.099
9367,41026914,2.257,0.102,6.1,13.1,7.0,310.0,0.65,9.33,4.0,10.0714,89.0,-91.9553125662542,44.3627533370022,04/23/2018,1,1811013,2.0,2018,2.257,0.102
9368,41026915,,,7.2,12.5,9.0,219.0,0.43,9.93,3.6,8.7506,91.0,-91.9546291607676,44.3658980981387,04/23/2018,1,1811082,2.0,2018,2.7357607287409347,0.07294898490649668
9369,41026916,2.307,0.106,6.3,13.3,9.0,304.0,0.18,7.57,1.61,10.4016,91.0,-91.9633334934372,44.3704788813068,04/23/2018,1,1811031,3.0,2018,2.307,0.106
9370,41026917,,,7.5,12.9,8.0,235.0,0.29,6.6,6.8,8.4204,86.0,-91.9620070256832,44.3745181323022,04/23/2018,1,1811068,2.0,2018,2.5228483431811872,0.07136420161035172
9371,41026918,,,5.5,12.9,10.0,354.0,0.51,12.77,2.4,10.4016,69.0,-91.9572266260507,44.360970248144,04/23/2018,1,1811069,2.0,2018,2.602306619490787,0.08168784591230666
9372,41026965,,,9.4,11.0,9.0,407.0,0.79,7.6,6.6,12.5479,74.0,-92.1051745256561,44.410840685442,04/30/2018,1,1811049,1.0,2018,3.6595087444377405,0.09234549831997055
9373,41026966,3.761,0.123,9.3,11.0,9.0,416.0,0.58,7.53,2.7,13.0432,81.0,-92.1052019771011,44.4090403331852,04/30/2018,1,1811006,1.0,2018,3.761,0.123
9374,41026967,,,9.5,11.4,9.0,410.0,0.51,8.27,4.0,15.8499,82.0,-92.0926162454712,44.4107416050155,04/30/2018,1,1811050,1.0,2018,2.454999952716082,0.10899999484498635
9375,41026968,,,8.3,11.6,6.0,160.0,1.29,6.23,6.3,12.713,88.0,-92.0776595742228,44.4034195285491,04/30/2018,1,1811051,1.0,2018,1.8121715133628533,0.06191292920775493
9376,41026969,,,9.3,11.0,10.0,412.0,2.09,7.7,6.2,12.0526,73.0,-92.0751766149241,44.4015988809412,04/30/2018,1,1811053,1.0,2018,3.397810052019844,0.11472121114036994
9377,41026970,,,7.7,11.8,10.0,84.0,0.74,8.87,4.6,3.9627,75.0,-92.06510297853,44.4033174364555,04/30/2018,1,1811052,1.0,2018,4.214148864751632,0.13161479180657412
9378,41026971,3.793,0.13,9.4,11.0,10.0,412.0,1.08,8.53,5.6,11.8875,78.0,-92.0526336159653,44.3978129783438,04/30/2018,1,1811007,1.0,2018,3.793,0.13
9379,41026972,,,9.4,11.0,10.0,413.0,0.65,8.0,4.2,13.7036,82.0,-92.0514580689715,44.3928516506201,04/30/2018,1,1811108,3.0,2018,4.072814019783665,0.10953542135753166
9380,41026973,,,9.7,11.1,9.0,413.0,,6.93,1.67,12.5479,77.0,-92.055779691812,44.3973888881266,04/30/2018,1,1811080,2.0,2018,3.4439249633031803,0.10334205086113037
9381,41026974,,,9.5,11.0,10.0,413.0,1.05,8.6,7.3,12.3828,69.0,-92.0452175311871,44.3905489372731,04/30/2018,1,1811054,1.0,2018,4.779109151390193,0.1709649090521287
9382,41026975,,,10.5,11.7,7.0,444.0,,5.77,3.2,17.3358,109.0,-92.0384404342961,44.3819393564097,04/30/2018,1,1811109,3.0,2018,3.5766415285506232,0.13875978127969282
9383,41026976,2.424,0.101,9.1,11.5,10.0,267.0,0.87,10.63,2.0,12.713,86.0,-92.0314701114695,44.3859317537642,04/30/2018,1,1811017,2.0,2018,2.424,0.101
9384,41026977,3.824,0.128,9.5,11.1,10.0,410.0,1.29,8.83,8.2,14.0338,67.0,-92.0252684507621,44.3813775591883,04/30/2018,1,1811008,1.0,2018,3.824,0.128
9385,41026978,,,9.4,11.3,10.0,349.0,1.23,9.27,4.9,12.5479,79.0,-91.9953110047197,44.3721150836781,04/30/2018,1,1811055,1.0,2018,3.464782678567835,0.1405738853739674
9386,41026979,,,9.6,11.2,10.0,396.0,1.44,9.03,5.8,15.1895,77.0,-91.990353021171,44.3684702065688,04/30/2018,1,1811056,1.0,2018,4.875417693353528,0.1616600621528177
9387,41026980,2.651,0.11,9.3,11.4,9.0,294.0,0.13,9.67,2.2,14.1989,80.0,-92.0221005505318,44.3831510544605,04/30/2018,1,1811011,2.0,2018,2.651,0.11
9388,41027015,3.276,0.105,10.8,10.1,6.0,317.0,0.11,4.58,1.44,17.666,105.0,-92.0170119280384,44.3871586636156,05/02/2018,1,1811030,3.0,2018,3.276,0.105
9389,41027016,,,10.8,10.2,6.0,320.0,0.35,6.28,2.6,16.3452,103.0,-92.0075592215233,44.3893276328744,05/02/2018,1,1811067,2.0,2018,1.835523291900988,0.08680225343240985
9390,41027017,,,10.7,10.1,7.0,262.0,0.22,5.56,2.0,15.3546,109.0,-92.0056152486307,44.3929118683223,05/02/2018,1,1811097,3.0,2018,1.913452174198812,0.08287438638110828
9391,41027018,2.03,0.077,10.8,9.9,5.0,220.0,0.05,3.4,1.62,12.3828,109.0,-92.0062277199502,44.3938174847555,05/02/2018,1,1811029,3.0,2018,2.03,0.077
9392,41027019,,,10.3,9.8,4.0,92.0,0.48,2.7,2.4,6.9345,135.0,-92.0205601136558,44.4002432885369,05/02/2018,1,1811094,3.0,2018,1.5886840791186743,0.13174359485217124
9393,41027020,,,10.4,9.6,4.0,91.0,0.37,2.64,2.1,7.0996,119.0,-92.0048197110349,44.4028080736041,05/02/2018,1,1811092,3.0,2018,1.49575902692317,0.12254146266965596
9394,41027021,,,12.7,7.5,3.0,98.0,0.2,2.2,2.0,8.2553,142.0,-91.9947670417802,44.4031701797471,05/02/2018,1,1811091,3.0,2018,0.6640880653066668,0.08453904808208036
9395,41027022,,,13.7,6.9,3.0,107.0,0.12,1.56,1.6,11.5573,160.0,-91.9922403347877,44.4040481969983,05/02/2018,1,1811107,3.0,2018,0.692039486805478,0.07779898899726066
9396,41027023,0.77,0.059,14.2,6.8,3.0,108.0,0.06,2.18,1.57,10.5667,126.0,-91.9891089766072,44.4035703821888,05/02/2018,1,1811022,3.0,2018,0.77,0.059
9397,41027024,,,10.5,9.7,4.0,91.0,0.3,3.04,2.1,6.6043,135.0,-91.9941855011207,44.4004642070431,05/02/2018,1,1811093,3.0,2018,1.5404527977668772,0.09626780873857763
9398,41027025,1.28,0.071,10.8,10.1,4.0,125.0,0.23,2.14,2.0,9.0808,121.0,-91.99735517413,44.3986915077234,05/02/2018,1,1811023,3.0,2018,1.28,0.071
9399,41027026,,,11.1,10.3,6.0,274.0,0.32,6.4,2.3,16.6754,108.0,-91.9961535129244,44.3955299547554,05/02/2018,1,1811095,3.0,2018,1.5822688920028343,0.10032459400027496
9400,41027027,,,10.6,9.7,4.0,91.0,0.33,2.66,2.2,5.7788,135.0,-91.9842469776108,44.3949745412571,05/02/2018,1,1811096,3.0,2018,1.6994259784114965,0.0859510659613983
9401,41027028,,,13.2,7.3,3.0,102.0,0.15,2.58,2.3,5.9439,142.0,-91.974933285142,44.3890394726839,05/02/2018,1,1811098,3.0,2018,2.1657657704528077,0.07493788902355403
9402,41027029,3.278,0.11,11.2,10.8,8.0,353.0,0.27,7.72,1.9,17.5009,90.0,-91.9863632237194,44.3814890481355,05/02/2018,1,1811025,3.0,2018,3.278,0.11
9403,41027033,3.026,0.107,11.6,11.0,7.0,338.0,0.17,6.44,2.0,19.6472,88.0,-91.992615877955,44.3828947999128,05/02/2018,1,1811024,3.0,2018,3.026,0.107
9404,41027034,3.249,0.11,10.9,10.7,8.0,361.0,0.4,9.16,1.37,17.1707,75.0,-91.9858366541726,44.3756325030605,05/02/2018,1,1811018,2.0,2018,3.249,0.11
9405,41027035,,,11.1,10.6,8.0,366.0,0.47,7.42,1.38,17.666,84.0,-91.9940252203958,44.3739043433446,05/02/2018,1,1811110,3.0,2018,3.0963266988004547,0.13801753028769972
9406,41027036,3.374,0.108,11.9,11.2,7.0,360.0,0.24,7.66,2.5,21.1331,98.0,-91.9701882175686,44.3732417591147,05/02/2018,1,1811012,2.0,2018,3.374,0.108
9407,41027037,3.867,0.121,11.5,10.5,10.0,399.0,0.54,9.02,1.62,16.8405,82.0,-91.9923125177465,44.3639860630402,05/02/2018,1,1811026,3.0,2018,3.867,0.121
9408,41027038,3.795,0.124,11.8,10.6,9.0,399.0,0.2,8.7,3.1,19.1519,78.0,-91.9973777413938,44.3613297690884,05/02/2018,1,1811027,3.0,2018,3.795,0.124
9409,41027039,,,11.9,10.7,10.0,400.0,0.13,8.4,2.2,19.9774,81.0,-91.9968118201994,44.3577236367213,05/02/2018,1,1811100,3.0,2018,4.204712079698148,0.1374275387464099
9410,41027040,,,11.6,10.5,10.0,398.0,0.4,8.2,2.1,20.3076,73.0,-92.0004763132338,44.363607653374,05/02/2018,1,1811099,3.0,2018,4.352408488673381,0.142268009292657
9411,41027041,,,11.6,10.5,8.0,398.0,0.06,7.28,1.68,18.6566,84.0,-91.9985634652479,44.3653914775514,05/02/2018,1,1811112,3.0,2018,4.929170739849196,0.1610341809806055
9412,41027042,,,11.6,10.5,9.0,398.0,0.51,8.7,1.9,18.9868,81.0,-92.001692875593,44.365869018364,05/02/2018,1,1811111,3.0,2018,4.706096947425387,0.15548745986331008
